Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Open,Sunday Open,Sunday Close,Parking,Restroom,Change table,Stroller friendly,Snugabug Pick
PAR17,Pleasant Hill/Walnut Creek Mothers' Group,,Pleasant Hill,CA,,,http://www.phwcmothersclub.org,Over 300 families are part of this group. $25 per year,Y,Parent and Support Groups,Mothers' Groups,Pleasant Hill,Walnut Creek,Playgroups,,,,,,,,,,,,,,,,,N,N,,N,N
PAR18,Pleasanton Mothers' Club,,Pleasanton,CA,,,http://www.pleasantonmothersclub.org,"Over 500 members, this club has ,any activities including 3 family parties a year, moms only events",Y,Parent and Support Groups,Mothers' Groups,Pleasanton,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR19,MOMS Club of Antioch,,Antioch,CA,,,http://momsclubofantioch.com,International MOMS Club is a non-profit organization for women who are stay-at-home moms. There are several local chapters in the Bay Area. $29 per year,Y,Parent and Support Groups,Mothers' Groups,Antioch,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR21,MOMS Club of Oaxley,,Oakley,CA,,,http://oakleymoms.wix.com/moms-club-of-oakley,International MOMS Club is a non-profit organization for women who are stay-at-home moms. There are several local chapters in the Bay Area. $30 per year,Y,Parent and Support Groups,Mothers' Groups,Oakley,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR22,MOMS Club of San Lorenzo,,San Lorenzo,CA,,,http://slzmomsclub.tripod.com,International MOMS Club is a non-profit organization for women who are stay-at-home moms. There are several local chapters in the Bay Area,Y,Parent and Support Groups,Mothers' Groups,San Lorenzo,San Leandro,Hayward,Playgroups,,,,,,,,,,,,,,,,N,N,,N,N
PAR23,Burlingame Mothers' Club,,Burlingame,CA,,,http://www.burlingamemothers.org,"With 1,700 members, this club has many events for moms. $50 per year",Y,Parent and Support Groups,Mothers' Groups,Burlingame,San Mateo,Playgroups,,,,,,,,,,,,,,,,,N,N,,N,N
PAR24,Coastside Mothers' Club,,Half Moon Bay,CA,,,http://www.coastsidemothersclub.org,"For families along the San Mateo Coast, this group offers a babysitting coop, playgroups, and social groups. $40 per year",Y,Parent and Support Groups,Mothers' Groups,Half Moon Bay,Moss Beach,Montara,El Granada,Playgroups,,,,,,,,,,,,,,,N,N,,N,N
PAR25,Pacifica Mothers' Club,,Pacifica,CA,,,http://www.pacificamothersclub.com,Pacifica Mothers Club offers friendship & support for expectant parents to those with children up to age five. $35 per year,Y,Parent and Support Groups,Mothers' Groups,Pacifica,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR26,South San Francisco Mothers' Club,,Daly City,CA,,,http://www.ssfmothersclub.org,"This club offers playgroups, mom only events, family parties. $35 per year",Y,Parent and Support Groups,Mothers' Groups,Daly City,San Bruno,Pacifica,Colma,Playgroups,,,,,,,,,,,,,,,N,N,,N,N
PAR27,Foster City Parents' Club,,Foster City ,CA,,,http://www.fostercityparentsclub.org,$40 per year,Y,Parent and Support Groups,Mothers' Groups,Foster City ,San Mateo,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR28,Las Mares Neighborhood Play Groups,,San Jose,CA,,,http://www.lasmadres.org,"Las Madres is many groups in one, mothers join local playgroups organized by birth year of child and local city. 60 day trial membership available. Full list of playgroups on website. $50 per year for 1 playgroup",Y,Parent and Support Groups,Mothers' Groups,Mountain View,Sunnyvale,Los Gatos,Campbell,San Jose,,,,,,,,,,,,,,,N,N,,N,Y
PAR29,MOMS Club of San Jose Santana Row,,San Jose,CA,,,http://www.momsclubofsjsr.org,International MOMS Club is a non-profit organization for women who are stay-at-home moms. There are several local chapters in the Bay Area. $30 per year,Y,Parent and Support Groups,Mothers' Groups,San Jose,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR30,MOMS Club of Sunnyvale,,Sunnyvale,CA,,,https://www.bigtent.com/groups/momsv,International MOMS Club is a non-profit organization for women who are stay-at-home moms. There are several local chapters in the Bay Area. $35 per year,Y,Parent and Support Groups,Mothers' Groups,Sunnyvale,Mountain View,Cupertino,Los Altos,Playgroups,,,,,,,,,,,,,,,N,N,,N,N
PAR31,MOMS Club of Santa Clara,,Santa Clara,CA,,,https://www.bigtent.com/groups/scmoms,International MOMS Club is a non-profit organization for women who are stay-at-home moms. There are several local chapters in the Bay Area. $25 per year,Y,Parent and Support Groups,Mothers' Groups,Santa Clara,Cupertino,San Jose,Playgroups,,,,,,,,,,,,,,,,N,N,,N,N
PAR32,Parents' Club of Palo Alto and Menlo Park (PAMP),,Palo Alto,CA,,,http://pampclub.org,"Largest parent club on the peninsula, with ~2,500 members, the club organizes playgroups, sub-groups, a forum, classifeds, and subdised classes. $60 per year",Y,Parent and Support Groups,Mothers' Groups,Palo Alto,Menlo Park,Mountain View,Sunnyvale,Redwood City,,,,,,,,,,,,,,,N,N,,N,N
PAR33,Redwood City Mothers' Club,,Redwood City,CA,,,https://www.bigtent.com/groups/rwcmclub,RWCMC is a group for Moms with young children in the Redwood City area. $40 per year,Y,Parent and Support Groups,Mothers' Groups,Redwood City,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR34,San Bruno Mothers' Club,,San Bruno,CA,,,http://sanbrunomothersclub.com,100 active families. $35 per year,Y,Parent and Support Groups,Mothers' Groups,San Bruno,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR35,San Carlos/Belmont Mothers' Club,,Belmont,CA,,,http://www.scbmc.org,"Currently at more than 1,400 members, this well organized groups has many activities for parents of children from 0-5 years of age. $45 per year",Y,Parent and Support Groups,Mothers' Groups,Belmont,San Carlos,Playgroups,,,,,,,,,,,,,,,,,N,N,,N,N
PAR36,San Mateo Mothers' Club,,San Mateo,CA,,,http://www.sanmateomothersclub.org,"This club offers activities such as children's outings, socials, and playgroups",Y,Parent and Support Groups,Mothers' Groups,San Mateo,Playgroups,,,,,,,,,,,,,,,,,,N,N,,N,N
PAR37,California Pacific Medical Center,"Newborn Connections Library, 3698 California Street",San Francisco,CA,94118,4156002229,http://www.cpmc.org/ClassesSearch/view?sid=2&g_op=event&masterid=1444,"Mondays (3mo+) and Wednesdays (birth to 3mo) from 11:00 - 12:30 pm; Motherhood can be a wild ride, especially during the first few months. Join other new moms and discuss the joys of motherhood as well as the anxieties of adjusting to new responsibilities and changed routines. $5 per class",Y,Parent and Support Groups,New Mother Support Groups,San Francisco,Support Group,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y
PAR38,DayOne Baby,3548 Sacramento St,San Francisco,CA,94118,(415) 813-1931,https://www.dayonebaby.com,"Offers a variety of classes including mother's support groups, playgroups, music and more",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Playgroups,Music,Yoga,Massage,,,,,,,,,,,,,,,N,Y,,Y,N
PAR39,DayOne Baby,552 Waverley Street,Palo Alto ,CA,94301,(650) 646-7644,https://www.dayonebaby.com,"Offers a variety of classes including mother's support groups, playgroups, music and more",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Playgroups,Music,Yoga,Massage,,,,,,,,,,,,,,,N,Y,,Y,N
PAR40,Natural Resources,1367 Valencia St,San Francisco,CA,94110,415 550 2611,http://www.naturalresources-sf.com,"Pregnancy, childbirth and early parenting center, offers a variety of parenting classes and mother support group",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Sign Language,Massage,Music,Yoga,,,,,,,,,,,,,,,N,Y,,Y,N
PAR41,Parents Place San Francisco,1710 Scott St,San Francisco,CA,94115,(415) 359-2454,http://parentsplaceonline.org/location/san-francisco/,"One of five locations in the Bay Area, Parents Place offers parenting workshops, coaching & consultation, parent/child activity groups, and child & family therapy",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,N,Y,,Y,N
PAR42,Parents Place Marin,600 5th Ave,San Rafael,CA,94901,(415) 491-7959,http://parentsplaceonline.org/location/marin-county/,"One of five locations in the Bay Area, Parents Place offers parenting workshops, coaching & consultation, parent/child activity groups, and child & family therapy",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR43,Parents Place Sonoma,"1360 N. Dutton Avenue, Suite C",Santa Rosa,CA,94901,(707) 571-2048,parentsplaceonline.org/location/sonoma-county/,"One of five locations in the Bay Area, Parents Place offers parenting workshops, coaching & consultation, parent/child activity groups, and child & family therapy",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR44,Alta Bates Medical Center ,2450 Ashby Ave,Berkeley,CA,94705,(510) 204-4461,http://www.absmcparented.org/class_detail.php,"Offers new mothers class for 0-6 months and 6-12 months every Thursday, classes are drop-in . $10 per class",Y,Parent and Support Groups,New Mother Support Groups,Support Group,,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR45,Birthways,1600 Shattuck Ave #122,Berkeley,CA,94709,,birthways.org,"BirthWays is a comprehensive pregnancy, birth, and parenting education and resource center located in Berkeley, California. This includes a six week facilitated mom's group series. $175 for 6 classes",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,N,Y,,Y,N
PAR46,John Muir Women's Health Center,1656 N California Blvd,Walnut Creek,CA,94596,(925) 941-7900,https://www.johnmuirhealth.com/events/consumer/browse/index,"MuirMommies class offers a variety of classes for mothers and their babies including support groups, infant massage, sign language and infant development",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,Sign Language,Massage,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR47,Noll Adult School,4700 Calaveras Ave,Fremont,CA,94538,(510) 793-6465,http://www.fremont.k12.ca.us/Page/722,"Offers parent education classes, check website for age groups and dates",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR48,Support Group for Mothers ,828 San Pablo Ave Suite #110,Albany,CA,94706,(510) 604-3301,http://www.supportgroupformothers.com,"Weekly facilitated group meetings are conversation based and held in a comfortable, mom and baby friendly atmosphere.",Y,Parent and Support Groups,New Mother Support Groups,Support Group,,,,,,,,,,,,,,,,,,,N,Y,,Y,N
PAR49,Valleycare Medical Center,5725 W. Las Positas Blvd,Pleasanton,CA,94588,(925) 847-3000,http://www.valleycare.com/service-maternity-classes.aspx,"Join other new moms in an open discussion format about infant changes/needs, breastfeeding, sleeping habits and many other topics. Meets every Tuesday morning at 10 a.m. $5 per class",Y,Parent and Support Groups,New Mother Support Groups,Support Group,,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR50,Washington Hospital ,3569 Beacon Avenue,Fremont,CA,94538,(510) 818-5040,http://www.whhs.com/childbirth-classes,"Baby ‘n’ Me Support Group for mothers with babies 0-8 months meet Monday, Wednesday, and Friday, from 11-1pm. This Centers also offers a variety of other classes.",N,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,Sign Language,Massage,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR51,Blossom Birth Services,299 California Ave #120,Palo Alto,CA,94306,(650) 321-2326,www.blossombirth.org,"Offers Parent Baby groups, one for 0-8 months and another for older babies. Also a variety of other classes including music together, yoga, massage and sign language.",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,Sign Language,Massage,Yoga,Music ,,,,,,,,,,,,,,Y,Y,,Y,N
PAR52,Community Hospital of Los Gatos ,815 Pollard Rd,Los Gatos,CA,95032,(408) 378-6131,https://www.elcaminohospital.org/Womens_Health/Pregnancy_Childbirth/Classes_Support_Groups/Los_Gatos_Classes_Support_Groups,"Offers a New Mothers Network, a drop-in support group for mothers with newborns. Group meets Thursdays, 2:00 pm to 3:30 pm.",N,Parent and Support Groups,New Mother Support Groups,Support Group,,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR53,El Camino Hospital,2500 Grant Rd,Mountain View,CA,94040,(650) 940-7302,https://www.elcaminohospital.org/Womens_Health/Pregnancy_Childbirth/Classes_Support_Groups/Mountain_View_Classes_Support_Groups,New Mothers Support Group meet for 6 week sessions and are grouped by age of baby. $95 for 6 classes,Y,Parent and Support Groups,New Mother Support Groups,Support Group,Massage,,,,,,,,,,,,,,,,,,Y,Y,,Y,Y
PAR54,Good Samaritan Hospital of Santa Clara Valley,2425 Samaritan Dr,San Jose,CA,95124,(408) 559-2011,https://www.parentingandbreastfeeding.com/SupportGroup1.htm,The New Mother's Support Group meets every Wednesday 9-11am for mothers with babies from newborn to 4 months. ,N,Parent and Support Groups,New Mother Support Groups,Support Group,,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR55,Peninsula Parents Place - San Mateo,2001 Winward Way,San Mateo,CA,94404,(650) 931-1840,parentsplaceonline.org,"One of five locations in the Bay Area, Parents Place offers parenting workshops, coaching & consultation, parent/child activity groups, and child & family therapy",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,N,Y,,Y,N
PAR56,Sequoia Hospital District,749 Brewster Avenue,Redwood City,CA,94063,(650) 367-5998,https://www.sequoiahospital.org/Classes_And_Events/index.htm,"A drop-in group designed to address early child and parent development issues through discussions, speakers and special events. Wednesdays (newborns to 6 months) 9:30-11:30am",N,Parent and Support Groups,New Mother Support Groups,Support Group,,,,,,,,,,,,,,,,,,,Y,Y,,Y,N
PAR57,Stanford Medical Center,4100 Bohannon Drive,Menlo Park,CA,94025,(650) 723-6411,http://www.stanfordchildrens.org/en/classes,"Two great new mothers groups, Mother-Baby Mornings for babies 0-6 months meet every Tuesday at 10:30-12pm and Movers & Shakers Group for babies 5-10 months of age meet every Monday from 11-12:30pm. A variety of other classes are held at the Children's Hospital",N,Parent and Support Groups,New Mother Support Groups,Support Group,Yoga,Massage,,,,,,,,,,,,,,,,,Y,Y,,Y,Y
PAR58,Peninsula Parents Place - Palo Alto,200 Channing Avenue,Palo Alto,CA,94301,(650) 688-3030,http://parentsplaceonline.org/location/peninsula/,"One of five locations in the Bay Area, Parents Place offers parenting workshops, coaching & consultation, parent/child activity groups, and child & family therapy",Y,Parent and Support Groups,New Mother Support Groups,Support Group,Parent education,,,,,,,,,,,,,,,,,,N,Y,,Y,N
