Place ID,Place Name,Address,City,State,Zip,Phone,Website,Description,Paid,Category,Subcategory,Keyword 1,Keyword 2,Keyword 3,Keyword 4,Keyword 5,Monday Open,Monday Close,Tuesday Open,Tuesday Close,Wednesday Open,Wednesday Close,Thursday Open,Thursday Close,Friday Open,Friday Close,Saturday Open,Saturday Close,Sunday Open,Sunday Close,Parking,Restroom,Change table,Stroller friendly,Snugabug Pick
STO12,Bear Attack,2490 Arnold Industrial Way,Concord,CA,94520,(925) 922-0592,www.bearattack.com/ba-locconcord.html,Bear Attack specializes in current and older Steiff limited editions. They carry many collectors' items from all over the world. But also have the standard line of Steiff Teddy bears and animals.,N,Stores,Toy stores,Toys,,,,,,,11,17,11,17,11,17,11,17,,,,,Y,Y,,N,N
STO13,Bookasaurus,125 S Murphy Ave,Sunnyvale,CA,94086,(408) 733-1305,http://www.leighsbooks.com/HoursandLocation,"Bookasaurus is a children's bookstore for toddlers through early readers, also offering educational toys & games. Next door is by the same owner is Leigh's Favorite Books, one of the main independent bookstores in the south of the San Francisco Bay Area. They offer a one-stop shop for gift purchases, including complementary gift wrapping.",N,Stores,Book stores,Books,Toys,Lego,,,10:30,19:30,10:30,19:30,10:30,19:30,10:30,19:30,10:30,20,9,20,11,17,N,N,,N,Y
STO15,Bubble,3108 Fillmore St,San Francisco,CA,94123,(415) 771-0570,http://www.gotbubble.com/,Bubble is a hip and fashionable children's boutique clothing at affordable prices. The staff at Bubble enjoys working with customers by helping them find the perfect gift or a great outfit for their child. They offer Baby clothes and Children's clothing for boys and girls as well as tween girl clothing from the hottest designers and brands. They also carry a great selection of diaper bags for style conscious moms and dads as well as unique gifts for Moms.,N,Stores,Clothing stores,Children's clothing,Shoes,Books,,,10:30,18,10:30,18,10:30,18,10:30,18,10:30,18,10:30,18,11,17,N,N,,N,N
STO17,Build a Bear,328 Hillsdale Mall,San Mateo,CA,94403,(650) 577-8713,http://www.buildabear.com/,"Located on the lower level opposite Macy's at Hillsdale Mall, you can create your very own Teddy Bear and other stuffed animals at the Build-A-Bear Workshop! You can choose, stuff, stitch, fluff and dress your new furry friend. ",N,Stores,Toy stores,Toys,Hillsdale Shopping Center,,,,10,21,10,21,10,21,10,21,10,21,10,21,10,19,Y,Y,,N,N
STO18,Build a Bear,2855 Stevens Creek Blvd #1315,Santa Clara,CA,95050,(408) 248-9988,http://www.buildabear.com/,"Located on level 1 near Macy's and the Lego Store at Valley Fair, you can create your very own Teddy Bear and other stuffed animals at the Build-A-Bear Workshop! You can choose, stuff, stitch, fluff and dress your new furry friend. ",N,Stores,Toy stores,Toys,,,,,10,21:30,10,21:30,10,21:30,10,21:30,10,21:30,10,21:30,11,19,Y,Y,,N,N
STO19,Build It Again With Bricks,398 Main St,Los Altos,CA,94022,(650) 935-2166,http://www.builditagainwithbricks.com/,"Build It Again with Bricks, is a store where kids can build almost anything trains, ships, castles, vehicles and walking robots using LEGO. What's more, parents don't need to buy expensive sets of the colorful plastic bricks for their little engineers. They show people they can build with what they already have through their after-school LEGO classes. They buy and sell any new and used LEGO, organize parties that include the use of the LEGO room for 1 ½ hours where you can bring your own food or have pizza delivered.",N,Stores,Toy stores,Lego,Toys,,,,,,,,12,18,12,18,11,23,11,18,11,18,Y,N,,N,N
STO20,Cards & Comics Central,5424 Geary Blvd,San Francisco,CA,94121,(415) 668-3544,http://www.candccentral.com/,"Cards and Comics Central carries a huge selection of comic books, action figures, collectable card games, statues, posters, as well as imports in San Francisco. Some of their imports include collectible cards, model kits, action figures, gashapon and other Japanese import toys. Whether you like reading comic books or collecting sports cards, putting together miniscule capsule toys or collecting finely detailed statues of your favorite characters, they offer a selection of products that will put a smile on anyone's face. ",N,Stores,Card stores,Cards,Comic books,Toys,,,11:30,19:30,11:30,19:30,12,19:30,11:30,19:30,11,19:30,11,19:30,11:30,19,N,N,,N,N
STO21,Cheeky Monkey Toys,640 Santa Cruz Ave,Menlo Park,CA,94025,(650) 328-7975,http://www.cheekymonkeytoys.com/,"At Cheeky Monkey Toys, you will find a joyful collection of high quality, interactive toys to awaken the untamed mind of your child. They offer a wide range of products for kids and children from newborns to adults - anyone young at heart. Knowledgeable staff is always available to help you choose age-appropriate gifts and they offer complimentary gift wrapping. ",N,Stores,Toy stores,Toys,,,,,10,19,10,19,10,19,10,19,10,19,9,18,10,17,N,N,,N,N
STO22,Child’s Play,5858 College Ave,Oakland,CA,94618,(510) 653-3989,http://www.ghosthound.net/childsplay/,"Good selection of second hand baby gear, baby, kids and maternity clothing. They also carry both new and used toys. Items for consignment is paid 50% in cash or 60% in store credit on all merchandise.",N,Stores,Toy stores,Toys,Resale,,,,,,10,17:30,10,17:30,10,17:30,10,17:30,10,17:30,12,17,Y,N,,N,N
STO23,Childish Santa Cruz,1100 Soquel Ave,Santa Cruz,CA,95062,(831) 454-8208,http://www.childishsantacruz.com/,Everything carried in Childish Santa Cruz store is kids tested and mom approved. They focus is on toys that promote creativity and imagination play for children and they stay away from overstimulating electronics.,N,Stores,Toy stores,Toys,,,,,10:30,18,10:30,18,10:30,18,10:30,18,10:30,18,10:30,17,,,Y,N,,N,N
STO24,Children’s Creativity Store,221 4th St,San Francisco,CA,94103,(415) 820-3348,http://creativity.org/visit/childrens-creativity-store/,"The Children’s Creativity Museum is an interactive art and technology museum for kids’. The Children’s Creativity Store is Located next to the museum, and carries a wide selection of toys, games, books, and other item that are sure to spark the imagination in kids of all ages. Proceeds help to support museum programs.",N,Stores,Toy stores,Toys,,,,,,,,,10,17,10,17,10,17,10,17,10,17,N,Y,,N,N
STO25,Children’s Discovery Museum Toy Store,180 Woz Way,San Jose,CA,95110,(408) 298-5437,https://www.cdm.org/gift-shop/,"When you visit Children’s Discovery Museum Toy Store you’ll find wonderful toys and gifts that extend the hands-on learning experiences for your child and for all the children in your life. You’ll also find science experiments, arts activities, costumes,
maker kits, books, and countless creative pastimes that enhance learning and draw out the scientist, artist, inventor, and visionary in your child. ",N,Stores,Toy stores,Toys,,,,,10,17,10,17,10,17,10,17,10,17,10,17,12,17,N,Y,,N,N
STO26,Chinatown Kite Shop,717 Grant Ave,San Francisco,CA,94108,(415) 989-5182,www.chinatownkite.com,"Chinatown Kite Shop is a family-owned and operated business that has been in the same San Francisco location since 1969. It is a fun store and has the largest selection of kites, parafoils, windwheels as well as a great selection of souvenirs. Get a kite and you will find what a joyful day you can have. Your kite will cut across the clear blue skies, over the green hills, or against the white horizon.

",N,Stores,Toy stores,Toys,,,,,10,19,10,19,10,19,10,19,10,19,10,21,10,21,N,N,,N,N
STO27,Chloe’s Closet - Berkeley,1545 Solano Ave,Berkeley,CA,94707,(510) 900-6043,http://chloescloset.com/,"Chloe’s Closet provide a convenient, welcoming place for parents to trade with each other, passing clothing, toys and baby gear from one family to another. Their stores are one big “closet” that everyone can shop from. They buy and sell children’s clothing, toys, baby gear, maternity wear and other items. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,10,18,N,N,,N,N
STO28,Chloe’s Closet - Bernal Heights,451 Cortland Ave.,San Francisco,CA,94110,(415) 642-3300,http://chloescloset.com/,"Chloe’s Closet provide a convenient, welcoming place for parents to trade with each other, passing clothing, toys and baby gear from one family to another. Their stores are one big “closet” that everyone can shop from. They buy and sell children’s clothing, toys, baby gear, maternity wear and other items. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10:30,18,10:30,18,N,N,,N,N
STO29,Chloe’s Closet - Inner Sunset,616 Irving Street,San Francisco,CA,94122,(415) 664-4611,http://chloescloset.com/,"Chloe’s Closet provide a convenient, welcoming place for parents to trade with each other, passing clothing, toys and baby gear from one family to another. Their stores are one big “closet” that everyone can shop from. They buy and sell children’s clothing, toys, baby gear, maternity wear and other items. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,10,18,N,N,,N,N
STO30,Collector’s Cave,2072 Union St,San Francisco,CA,94123,(415) 929-0231,http://www.thecollectorscave.com/,"The Collectors Cave carries new and vintage toys, comic books, trading cards and more. They have toddler toys, action figures, games, Lego, model kits, sports cards, autographed memorabilia and novelties.",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,10,18,N,N,,N,N
STO31,Cooleykatz Toys,1959 2nd St,Livermore,CA,94550,(925) 245-1035,http://cooleykatztoys.com/,"Cooleykatz Toys is Livermore’s specialty and educational toy store. You can find there specialty toys, register for birthdays and have fun making music!  Learn to play piano, violin, viola, cello, stringbass, flute, clarinet, or saxophone from an experienced, credentialed music teacher and professional musician. ",N,Stores,Toy stores,Toys,,,,,,,9:30,18,9:30,18,9:30,18,9:30,18,9,17,,,Y,N,,N,Y
STO32,Diddams - Daly City,468 Westlake Village Shopping Center,Daly City,CA,94015,(650) 756-5050,http://www.diddams.com/,"Diddams is a family owned and operated business providing party supplies and help in throwing your party. They have the best selection of paper goods, decorations, toys, candies, balloons, costumes, and novelty goods. They buy local and prices then to be on the high end.",N,Stores,Party supplies stores,Party Supplies,Toys,,,,9,21,9,21,9,21,9,21,9,21,9,20,10,18,Y,N,,N,N
STO33,Diddams - Mountain View,1952 W El Camino Real,Mountain View,CA,94040,(650) 965-0138,http://www.diddams.com/,"Diddams is a family owned and operated business providing party supplies and help in throwing your party. They have the best selection of paper goods, decorations, toys, candies, balloons, costumes, and novelty goods. They buy local and prices then to be on the high end.",N,Stores,Party supplies stores,Party Supplies,Toys,,,,9,21,9,21,9,21,9,21,9,21,9,20,10,18,Y,N,,N,N
STO34,Diddams - San Carlos,700 Laurel St San Carlos,San Carlos,CA,94070,(650) 802-0600,http://www.diddams.com/,"Diddams is a family owned and operated business providing party supplies and help in throwing your party. They have the best selection of paper goods, decorations, toys, candies, balloons, costumes, and novelty goods. They buy local and prices then to be on the high end.",N,Stores,Party supplies stores,Party Supplies,Toys,,,,9,19,9,19,9,19,9,19,9,20,9,19,10,18,Y,N,,N,N
STO35,Diddams - San Jose,5353 Almaden Plaza Way,San Jose,CA,95118,(408) 694-0609,http://www.diddams.com/,"Diddams is a family owned and operated business providing party supplies and help in throwing your party. They have the best selection of paper goods, decorations, toys, candies, balloons, costumes, and novelty goods. They buy local and prices then to be on the high end.",N,Stores,Party supplies stores,Party Supplies,Toys,,,,9,20,9,20,9,20,9,20,9,20,9,18,10,17,Y,N,,N,N
STO36,Diddams - San Mateo,1940 S EL Camino,San Mateo,CA,94403,(650) 235-8448,http://www.diddams.com/,"Diddams is a family owned and operated business providing party supplies and help in throwing your party. They have the best selection of paper goods, decorations, toys, candies, balloons, costumes, and novelty goods. They buy local and prices then to be on the high end.",N,Stores,Party supplies stores,Party Supplies,Toys,,,,9,20,9,20,9,20,9,20,9,20,9,19,10,18,Y,N,,N,N
STO37,Dollhouses Trains & More,300 Entrada Dr,Novato,CA,94949,(415) 883-0388,http://www.dollhousestrainsandmore.com/,"At Dollhouses, Trains, & More there are over 400 dollhouses in stock, a fully stocked remote control parts and services department, all popular brands and scales of model trains and accessories and the largest selection of miniatures in the United States.They have a year round display of Christmas and Halloween. Train tracks are constantly running with detailed villages. Dollhouses are on display to help with ideas. The expert staff is always available to answer most hobby questions.
",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,17,10,17,Y,N,,N,N
STO38,Doodlebug,641 San Anselmo Ave,San Anselmo,CA,94960,(415) 456-5989,http://www.doodlebugmarin.com/,"Doodlebug specializes in unique toys, specialty gifts, and room and garden décor for the whole family. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,20,10,20,10,18,Y,N,,N,N
STO39,Dottie Doolittle,3680 Sacramento St,San Francisco,CA,94118,(415) 563-3244,http://www.dottiedoolittle.com/,"Dottie Doolittle carries American and European designers for infants, girls through size 16, and boys through size 12. They always have an extensive collection of flower girl and special occasion dresses; and for boys, they have blazers, slacks and Eton
suits. ",N,Stores,Toy stores,Toys,,,,,9:30,18,9:30,18,9:30,18,9:30,18,9:30,18,9:30,18,12,17,N,N,,N,N
STO40,Fairfax Variety,61 Broadway Blvd,Fairfax,CA,94930,(415) 457-2580,,"Fairfax Variety has a large selection from fun to necessary everyday items. You can get there fake barf, frying pan, a copy of One Fish Two Fish Red Fish Blue Fish, stationery, cowboy placemats and matching lunchbox, pull-toys for a baby, and birthday cards all under one roof. They also have a great number of toys from the Magic 8 Ball to Kazoos to paddle balls and a great candy selection.",N,Stores,Toy stores,Toys,,,,,9:30,17:30,9:30,17:30,9:30,17:30,9:30,17:30,9:30,17:30,9:30,17,10,17,N,N,,N,N
STO41,Fiddlesticks,540 Hayes St,San Francisco,CA,94102,(415) 565-0508,http://www.shopfiddlesticks.com/,"Fiddlesticks believes in well made, high quality, beautifully designed clothing for children. They are constantly on the hunt for that one thing that will make your little one’s heart sing and melt yours as they parade around town. Whether funky, spunky, classic or modern, Fiddlesticks has something to match your little one’s ever-developing personality and style. ",N,Stores,Clothing stores,Children's clothing,Shoes,Toys,,,10,19,10,19,10,19,10,19,10,19,10,19,10,19,N,N,,N,N
STO42,Five Little Monkeys,1366 N Main St,Walnut Creek,CA,94596,(925) 939-4411,http://www.5littlemonkeys.com/,"Five Little Monkeys has a unique selection of quality toys in a fun and friendly environment. At Five Little Monkeys they believe children play to learn. When selecting their products they look for toys that are fun, educational, environmentally sound, and safe for child. Great selection of eco friendly toys, retro toys, wood toys, and lego sets. ",N,Stores,Toy stores,Toys,Lego,,,,10,19,10,19,10,19,10,19,9,20,9,20,10,18,Y,N,,N,Y
STO43,Five Little Monkeys,1224 Solano Ave,Albany,CA,94706,(510) 528-4411,http://www.5littlemonkeys.com/,"Five Little Monkeys has a unique selection of quality toys in a fun and friendly environment. At Five Little Monkeys they believe children play to learn. When selecting their products they look for toys that are fun, educational, environmentally sound, and safe for child. Great selection of eco friendly toys, retro toys, wood toys, and lego sets. ",N,Stores,Toy stores,Toys,,,,,10,19,10,19,10,19,10,19,9,19,9,19,10,19,N,N,,N,Y
STO44,Five Little Monkeys,1111 Burlingame Ave,Burlingame,CA,94010,(650) 342-4411,http://www.5littlemonkeys.com/,"Five Little Monkeys has a unique selection of quality toys in a fun and friendly environment. At Five Little Monkeys they believe children play to learn. When selecting their products they look for toys that are fun, educational, environmentally sound, and safe for child. Great selection of eco friendly toys, retro toys, wood toys, and lego sets. ",N,Stores,Toy stores,Toys,,,,,10,19,10,19,10,19,10,19,9,19,9,19,10,18,N,Y,,N,Y
STO45,Five Little Monkeys,852 Grant Ave,Novato,CA,94945,(415) 898-4411,http://www.5littlemonkeys.com/,"Five Little Monkeys has a unique selection of quality toys in a fun and friendly environment. At Five Little Monkeys they believe children play to learn. When selecting their products they look for toys that are fun, educational, environmentally sound, and safe for child. Great selection of eco friendly toys, retro toys, wood toys, and lego sets. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,19,9,18,10,18,Y,N,,N,Y
STO46,Flying Colors Comics & Other Cool Stuff,2980 Treat Blvd,Concord,CA,94518,(925) 825-5410,http://www.flyingcolorscomics.com/,"Flying Colors Comics & Other Cool Stuff offers a diverse selection of comics, trade paperbacks, and back issues.",N,Stores,Comic book stores,Comic books,Toys,,,,11,19,11,19,11,20,11,19,11,19,11,19,12,19,Y,N,,N,N
STO48,Gable’s Stationery,5636 Geary Blvd,San Francisco,CA,94121,(415) 751-8152,,"Gable’s Stationery is a long-standing neighborhood shop provides a range of office supplies, greeting cards & novelty gifts. They also carry quite a number of gift items, books, soaps, lotion, novelties, jewelry, and other various accessories.",N,Stores,Card stores,Cards,Stationery ,Toys,,,10,18,10,18,10,18,10,18,10,18,10,18,12,17,N,N,,N,N
STO49,Games of Berkeley,2151 Shattuck Ave,Berkeley,CA,94704,(510) 540-7822,http://www.gamesofberkeley.com/,"Games of Berkeley have provided the greater Bay Area for over three decades with fun, games and everything in between. As a result of their long history have one of the largest game collections on the West Coast and can help you find just about any game you're looking for. The store is stuffed wall-to-wall with playing cards, board games, puzzles, darts, books and toys.",N,Stores,Toy stores,Toys,,,,,10,21,10,21,10,21,10,21,10,21,10,21,11,19,N,N,,N,N
STO50,Games People Play,695 Bridgeway,Sausalito,CA,94965,(415) 332-4151,,"Games People Play is an old fashioned toy store in the heart of Sausalito, a wonderful place to get a non-digital gift. They have all sorts of cool toys and novelties like kites, puppets, cars, trucks, dolls, puzzles and games, craft kits and a full rack of Mad Libs to launch the giggles.",N,Stores,Toy stores,Toys,,,,,9,19,9,19,9,19,9,19,9,19,9,19,9,19,N,N,,N,N
STO51,Games Unlimited,810 Sycamore Valley Rd The Livery Shopping Center,Danville,CA,94526,(925) 838-6358,http://gamesunlimitedonline.com/,"Games Unlimited offers a wide variety of arts and crafts for kids of all ages including many different craft kits, playdough, finger paints, paints and paint supplies. They believe that arts and crafts are critical to a child’s imagination and development. They also offer a large selection of toys. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,11,17,Y,N,,N,N
STO52,Glammic,1488 Vallejo St,San Francisco,CA,94109,(415) 409-4200,http://glammic.com/,"Glammic is a kid's boutique specializing in custom clothes, handmade costumes and unique gifts. Famous for their signature ShirtCapes, they also stock toys and presents galore for imaginative kids of all ages.",N,Stores,Toy stores,Toys,,,,,11,17,,,11,18,11,18,11,18,10,18,11,17,N,N,,N,N
STO53,GR Doodlebug,Blackhawk Plaza 3626 Blackhawk Plaza Cir,Danville,CA,94506,(925) 736-1800,http://www.grdoodlebug.com/,"G R Doodlebug specializes in unique toys, specialty gifts, and room and garden décor for the whole family. ",N,Stores,Toy stores,Toys,,,,,10,18,10,18,10,18,10,18,10,18,10,18,11,17,Y,N,,N,N
STO54,Gray Matters,330 California,Palo Alto,CA,94306,(650) 600-8892,http://www.graymattertoys.com/GM/Home.html,"Gray Matter Toys specializes in unique products that are designed to engage the brain. Dr. Richard Abbey opened the store to help people build their cognitive skills and enhance the mind’s innate capacity for neuroplasticity with educational games, logical puzzles, fidget tools, and lots of other mind teasing toys.",N,Stores,Toy stores,Toys,,,,,10,20,10,18,10,17,10,20,10,20,10,20,9,17,Y,N,,N,N
STO55,Growing Pains,4425 Treat Blvd,Concord,CA,94521,(925) 687-7280,https://www.facebook.com/pages/Growing-Pains-Childrens-Resale-Store/174421132598770,"Growing Pains is well stocked, both with new and used merchandise that are well priced and in good condition. Variety of baby gear, toys and clothing. They have a play area to keep the kids entertained while you shop. You can also make an appointment to bring your items to the shop and they pay or give credit for any items they can sell.",N,Stores,Toy stores,Toys,Resale,,,,9,18,9,18,9,18,9,18,9,18,10,18,12,17,Y,N,,N,N
STO56,Hatch,2054 Mountain Blvd,Oakland,CA,94611,(510) 992-4060,http://www.hatchecolifestyle.com/,"At Hatch you can find beautiful contemporary jewelry and handbags, personal accessories, decorative home décor, natural product-based bath and body products, toys and products for kids, gifts for men, cards and stationery.",N,Stores,Toy stores,Homeware,Toys,,,,,,10,18,10,18,10,18,10,18,10,18,10,18,N,N,,N,N
STO57,Hicklebee’s Children’s Book Store,1378 Lincoln Ave,San Jose,CA,95125,(408) 292-8880,http://www.hicklebees.com/,"Hicklebee's Children's Book Store is an independent bookshop. They carry children's classics, greeting cards, toys for kids, and books for the older set (for the parents). They also have a wide selection of puzzles, art projects, stuffed animals, and other
toys. An added bonus is their free gift wrap with purchase. ",N,Stores,Book stores,Books,Toys,,,,10,17:30,10,17:30,10,17:30,10,20,10,20,10,17:30,12,16,Y,N,,N,Y
STO58,It’s Your Move Games & Hobbies,4920 Telegraph Ave,Oakland,CA,94609,(510) 547-4386,http://www.itsyourmovegames.com/,"It’s Your Move Games & Hobbies is a local games store that also hosts many gaming events and are available for birthday parties. Currently they host various role playing games both for children and adults, as well as a Scrabble club, Go club, Chess club, Magic the Gathering Drafts, Open gaming nights, free local Comedy and more. ",N,Stores,Toy stores,Board games,,,,,,,11,19,11,19,11,19,11,19,10,19,10,19,N,N,,N,N
STO59,Jelli Beanz,2555 Soquel Dr,Santa Cruz,CA,95065,(831) 462-6700,http://www.jellibeanzonline.com/,"Jelli Beanz offers a wide variety of new and gently used clothing, toys, music, books and equipment. They have a great assortment in children’s clothing and fashion as well as a large selection of maternity wear. .And don't miss their great selection of books and music hand selected for quality and age appropriateness. They take trade-ins as well.",N,Stores,Toy stores,Toys,,,,,9:30,17:30,9:30,17:30,9:30,17:30,9:30,17:30,9:30,17:30,11,16,,,Y,N,,N,N
STO60,Jenny K,6921 Stockton Ave,El Cerrito,CA,94530,(510) 528-5350,https://www.jennyk.com/,"Jenny K specializes in products that are made in the USA, some right in California, and they strive to support small manufacturers that use organic, fair-trade, or handmade materials. A few carefully selected imports are always fair-trade and sustainably produced. Having met these criteria, they aim to help you find a perfect gift at a great value. Their toys and games are carefully selected to reflect the belief that playthings should be high-quality, educational, and inspire children’s imagination. ",N,Stores,Toy stores,Toys,,,,,9,17,9,17,9,17,9,17,9,17,9,16,9,16,N,N,,N,N
STO61,Jenny’s Gifts,1111 Story Rd,San Jose,CA,95122,(408) 297-8560,,"Jenny’s Gifts is a small store, but packed with a lot of cute items especially Asian anime characters. They have stuffed animals and little trinkets including Angry Birds, Domo, Totoro, Mario and Pikachu accessories. They have Hello Kitty stationary sold in packs, and also separate. They also carry the Yoshi and Pikachu pillow pets. ",N,Stores,Toy stores,Hello Kitty ,Asian toys,,,,11,19,11,19,11,19,11,19,11,19,11,19,11,19,Y,N,,N,N
STO62,Just For Fun & Scribbledoodles,3982 24th St,San Francisco,CA,94114,(415) 285-4068,http://www.justforfun.invitations.com/,"Since 1987, Just for Fun and Scribbledoodles has served San Francisco and the Bay Area with the most diverse collection of gifts, toys, candles, frames, photo albums, journals, pens as well as the largest social stationery and invitation department. They  also have a complete art supply store on the premises. In 3,600 square feet of retail space, you will find every department stocked floor to ceiling with everything from the practical to the bizarre.",N,Stores,Toy stores,Toys,,,,,10,18:30,10,18:30,10,18:30,10,18:30,10,18:30,9,19,10,18,N,N,,N,N
